IDCOLABORADOR,IDADE,INSATISTFEITO,STATUSCIVIL,GENERO,NOME,SETOR,CARGO,CEP,NIVELEDUCACAO,FORMACAO,RENDAMENSAL,DESCONTOULTIMAFATURA,ANONAEMPRESA,ANOSMESMAPOSICAO,ANOSDESDEULTIMAPROMOCAO
101,45,Nao,Casado,Masculino,Cristovao Lopes,Saude,Diretor de Pesquisa,6,4,Outros,15067,Sim,0,0,0
102,37,Nao,Solteiro,Masculino,Daniel Costa,Saude,Diretor de Pesquisa,7,4,Medicina,25258,Nao,5,2,0
103,46,Nao,Divorciado,Masculino,Dante Oliveira,Medicamentos,Tecnico de TI,5,2,Medicina,10425,Sim,4,2,0
104,30,Nao,Casado,Masculino,Davi Ferreira,Saude,Tecnico de Laboratorio,1,1,Ciencias Sociais,15998,Sim,10,8,3
105,35,Nao,Solteiro,Masculino,Demetrio Nunes,Saude,Pesquisador,1,3,Medicina,26278,Nao,6,4,0
106,55,Nao,Casado,Masculino,Denis Martins,Alimentos,Auditor,1,2,Ciencias Sociais,18092,Nao,1,0,1
110,34,Nao,Casado,Masculino,Diego Teixeira,Saude,Diretor de Manufatura,1,2,Medicina,17736,Nao,5,2,1
112,56,Nao,Solteiro,Masculino,Diogo Dias,Saude,Diretor de Manufatura,7,3,Ciencias Sociais,21698,Nao,6,4,0
113,23,Nao,Divorciado,Masculino,Dionisio Barros,Alimentos,Representante de Setor,2,1,Formacao Tecnica,9518,Nao,0,0,0
116,51,Nao,Casado,Masculino,Douglas Santos,Saude,Tecnico de Laboratorio,9,4,Ciencias Sociais,18725,Nao,4,2,0
117,30,Nao,Casado,Masculino,Duarte Rodrigues,Saude,Representante da Saude,2,3,Ciencias Sociais,15830,Nao,11,10,10
118,46,Sim,Solteiro,Masculino,Eduardo Costa,Alimentos,Auditor,9,2,Medicina,13596,Nao,9,8,4
119,40,Nao,Casado,Masculino,Elias Oliveira,Saude,Representante da Saude,1,4,Ciencias Sociais,14115,Nao,22,3,11
120,51,Nao,Solteiro,Masculino,Eliseu Ferreira,Alimentos,Auditor,21,4,Marketing,8423,Sim,10,7,1
124,46,Nao,Casado,Masculino,Eloi Nunes,Saude,Representante da Saude,1,3,Medicina,3142,Sim,10,9,9
125,32,Nao,Solteiro,Masculino,Emanuel Martins,Alimentos,Auditor,6,4,Medicina,24301,Nao,11,8,5
129,28,Nao,Casado,Masculino,Enrico Teixeira,Alimentos,Auditor,4,3,Medicina,8863,Nao,5,4,0
131,58,Nao,Solteiro,Masculino,Enzo Dias,Alimentos,Auditor,10,4,Medicina,24409,Nao,37,10,1
132,44,Nao,Casado,Masculino,Ernesto Barros,Saude,Tecnico de Laboratorio,23,3,Medicina,25043,Nao,3,2,1
133,37,Sim,Divorciado,Masculino,Estevao Santos,Medicamentos,Tecnico de TI,6,4,Recursos Humanos,23648,Sim,3,2,0
134,32,Nao,Solteiro,Masculino,Euclides Rodrigues,Saude,Pesquisador,1,1,Ciencias Sociais,15178,Nao,1,0,0
139,37,Nao,Divorciado,Masculino,Eugenio Mendes,Saude,Representante da Saude,2,2,Ciencias Sociais,15850,Nao,1,0,0
142,25,Sim,Solteiro,Masculino,Fabio Costa,Alimentos,Auditor,5,3,Marketing,26959,Sim,6,4,0
143,25,Nao,Casado,Masculino,Fabricio Oliveira,Saude,Pesquisador,7,1,Medicina,26897,Nao,2,2,2
147,34,Sim,Solteiro,Masculino,Felipe Ferreira,Saude,Tecnico de Laboratorio,7,3,Ciencias Sociais,22887,Sim,9,7,0
150,24,Nao,Casado,Masculino,Felix Nunes,Saude,Tecnico de Laboratorio,18,1,Ciencias Sociais,13257,Nao,5,3,1
152,37,Nao,Solteiro,Masculino,Fernando Martins,Alimentos,Auditor,3,3,Ciencias Sociais,14506,Nao,5,3,1
158,43,Nao,Casado,Masculino,Francisco Teixeira,Alimentos,Gestor,26,2,Ciencias Sociais,19494,Sim,25,12,4
159,30,Nao,Divorciado,Masculino,Frederico Dias,Saude,Pesquisador,23,3,Ciencias Sociais,22310,Nao,10,7,0
160,33,Nao,Casado,Masculino,Gabriel Barros,Alimentos,Auditor,22,2,Marketing,15480,Nao,7,7,0
162,51,Nao,Solteiro,Masculino,Gaspar Santos,Saude,Diretor de Pesquisa,6,3,Ciencias Sociais,6462,Nao,20,18,15
163,31,Sim,Casado,Masculino,Genaro Rodrigues,Alimentos,Auditor,6,4,Ciencias Sociais,20739,Sim,7,7,7
167,19,Sim,Solteiro,Masculino,George Mendes,Alimentos,Representante de Setor,22,1,Marketing,26820,Sim,0,0,0
169,22,Nao,Casado,Masculino,Gerardo Teixeira,Saude,Tecnico de Laboratorio,2,1,Formacao Tecnica,19299,Nao,2,1,2
176,41,Nao,Divorciado,Masculino,Gilberto Dias,Alimentos,Auditor,9,1,Ciencias Sociais,21196,Sim,9,7,0
178,36,Nao,Divorciado,Masculino,Guilherme Barros,Saude,Diretor de Manufatura,6,2,Medicina,2819,Nao,3,2,0
179,51,Sim,Solteiro,Masculino,Gustavo Santos,Saude,Diretor de Manufatura,8,4,Ciencias Sociais,25150,Nao,4,2,0
183,25,Nao,Casado,Masculino,Hector Rodrigues,Alimentos,Auditor,28,3,Ciencias Sociais,24835,Nao,2,2,2
184,30,Nao,Casado,Masculino,Henrique Mendes,Medicamentos,Tecnico de TI,9,3,Recursos Humanos,13982,Sim,11,9,4
192,45,Nao,Solteiro,Masculino,Hugo Lopes,Saude,Pesquisador,29,3,Medicina,9752,Nao,6,5,0
195,32,Nao,Divorciado,Masculino,Ian Costa,Alimentos,Auditor,9,2,Medicina,22812,Nao,8,7,0
198,30,Nao,Solteiro,Masculino,Igor Oliveira,Saude,Tecnico de Laboratorio,2,1,Medicina,11162,Nao,5,3,1
199,41,Nao,Divorciado,Masculino,italo Ferreira,Saude,Gestor,10,3,Ciencias Sociais,12888,Nao,7,6,7
200,41,Nao,Casado,Masculino,Jack Nunes,Saude,Tecnico de Laboratorio,9,4,Ciencias Sociais,6961,Nao,5,0,1
204,35,Nao,Casado,Masculino,Jackson Martins,Alimentos,Auditor,1,5,Marketing,11439,Nao,10,8,0
205,53,Nao,Casado,Masculino,Jaime Teixeira,Alimentos,Representante de Setor,6,2,Marketing,16047,Sim,7,7,4
206,45,Nao,Divorciado,Masculino,James Dias,Saude,Tecnico de Laboratorio,9,3,Ciencias Sociais,10901,Nao,17,9,0
208,29,Nao,Casado,Masculino,Jansen Barros,Saude,Diretor de Manufatura,1,1,Formacao Tecnica,26283,Nao,10,7,0
211,51,Nao,Casado,Masculino,Joao Santos,Saude,Diretor de Manufatura,7,4,Medicina,13983,Nao,1,0,0
215,40,Nao,Casado,Masculino,Jonathan Rodrigues,Alimentos,Auditor,4,4,Marketing,8552,Nao,12,11,2
217,22,Nao,Casado,Masculino,Jose Costa,Saude,Pesquisador,19,1,Medicina,11992,Nao,2,2,2
218,27,Nao,Divorciado,Masculino,Josue Oliveira,Saude,Pesquisador,9,3,Medicina,5970,Nao,2,2,2
221,28,Nao,Casado,Masculino,Julio Ferreira,Saude,Pesquisador,,3,Medicina,6672,Nao,5,2,0
223,57,Nao,Divorciado,Masculino,Justin Nunes,Saude,Representante da Saude,24,2,Ciencias Sociais,23402,Sim,5,3,1
224,27,Nao,Divorciado,Masculino,Kevin Martins,Saude,Pesquisador,3,3,Medicina,25326,Sim,1,1,0
227,41,Nao,Divorciado,Masculino,Klaus Teixeira,Saude,Pesquisador,14,3,Ciencias Sociais,4609,Nao,9,8,1
231,32,Nao,Solteiro,Masculino,Leonardo Dias,Saude,Pesquisador,6,5,Ciencias Sociais,12430,Nao,5,4,1
233,27,Nao,Casado,Masculino,Levi Barros,Saude,Pesquisador,17,3,Formacao Tecnica,13364,Sim,5,2,1
238,36,Nao,Solteiro,Masculino,Lorenzo Santos,Saude,Tecnico de Laboratorio,3,2,Medicina,15062,Nao,8,7,7
239,30,Nao,Divorciado,Masculino,Lucas Rodrigues,Saude,Tecnico de Laboratorio,9,3,Medicina,11012,Nao,12,9,6
242,33,Nao,Solteiro,Masculino,Luis Costa,Saude,Pesquisador,2,3,Ciencias Sociais,10515,Nao,3,1,0
243,19,Sim,Solteiro,Masculino,Marcelo Oliveira,Saude,Tecnico de Laboratorio,2,3,Ciencias Sociais,9241,Nao,1,0,1
249,50,Nao,Casado,Masculino,Marcos Ferreira,Saude,Tecnico de Laboratorio,1,3,Medicina,3425,Nao,3,2,0
254,55,Nao,Solteiro,Masculino,Marcus Nunes,Saude,Diretor de Pesquisa,14,4,Medicina,13339,Nao,24,15,2
256,34,Nao,Casado,Masculino,Marcio Martins,Saude,Diretor de Manufatura,2,1,Ciencias Sociais,14074,Nao,10,9,1
259,52,Nao,Casado,Masculino,Mariano Teixeira,Saude,Gestor,1,4,Ciencias Sociais,5678,Nao,33,18,11
261,35,Sim,Casado,Masculino,Marinheiro Dias,Saude,Diretor de Manufatura,23,2,Ciencias Sociais,15497,Sim,1,0,0
262,43,Nao,Divorciado,Masculino,Mateus Barros,Saude,Pesquisador,7,3,Medicina,5228,Nao,5,4,2
264,45,Nao,Casado,Masculino,Matias Santos,Saude,Gestor,2,2,Medicina,20462,Nao,20,8,11
267,37,Nao,Casado,Masculino,Mauricio Rodrigues,Saude,Pesquisador,21,3,Ciencias Sociais,22977,Sim,8,7,1
271,38,Nao,Casado,Masculino,Max Mendes,Saude,Diretor de Manufatura,2,4,Ciencias Sociais,7259,Nao,1,0,0
273,38,Nao,Casado,Masculino,Maximiliano Teixeira,Saude,Diretor de Manufatura,29,3,Formacao Tecnica,4185,Nao,7,7,1
274,27,Nao,Casado,Masculino,Maxwell Dias,Saude,Diretor de Manufatura,1,1,Formacao Tecnica,9679,Nao,2,2,2
275,49,Nao,Divorciado,Masculino,Miguel Costa,Saude,Diretor de Manufatura,18,4,Ciencias Sociais,23793,Sim,7,7,1
277,34,Nao,Divorciado,Masculino,Milton Oliveira,Saude,Pesquisador,10,4,Medicina,5972,Sim,5,3,2
281,40,Nao,Casado,Masculino,Moises Ferreira,Saude,Tecnico de Laboratorio,19,2,Medicina,16523,Sim,7,2,3
282,38,Sim,Casado,Masculino,Nathan Nunes,Saude,Representante da Saude,29,1,Medicina,11354,Sim,1,0,0
284,22,Nao,Divorciado,Masculino,Nathaniel Martins,Saude,Pesquisador,5,3,Ciencias Sociais,12392,Sim,4,2,2
287,40,Nao,Casado,Masculino,Nicolas Teixeira,Saude,Representante da Saude,9,5,Ciencias Sociais,14242,Nao,3,2,0
288,46,Nao,Divorciado,Masculino,Nicolau Dias,Saude,Representante da Saude,1,4,Medicina,12368,Nao,4,2,0
291,32,Sim,Casado,Masculino,Olavo Costa,Alimentos,Auditor,4,4,Medicina,25812,Nao,14,8,9
292,30,Nao,Solteiro,Masculino,Oliver Oliveira,Saude,Diretor de Manufatura,1,1,Ciencias Sociais,20925,Nao,11,8,5
296,51,Nao,Casado,Masculino,Omar Ferreira,Saude,Diretor de Pesquisa,8,4,Ciencias Sociais,15736,Nao,10,9,4
300,29,Sim,Solteiro,Masculino,Orlando Nunes,Saude,Pesquisador,1,3,Formacao Tecnica,19757,Nao,6,2,1
304,36,Nao,Solteiro,Masculino,Oscar Martins,Saude,Tecnico de Laboratorio,5,2,Ciencias Sociais,9945,Nao,13,11,3
306,37,Nao,Divorciado,Masculino,Otavio Teixeira,Saude,Diretor de Pesquisa,11,3,Outros,10056,Sim,10,8,0
307,38,Nao,Divorciado,Masculino,Pablo Dias,Alimentos,Auditor,3,3,Ciencias Sociais,9647,Nao,16,10,5
308,31,Nao,Casado,Masculino,Paulo Barros,Saude,Diretor de Manufatura,1,4,Medicina,4381,Nao,5,4,1
309,59,Nao,Casado,Masculino,Pedro Santos,Saude,Pesquisador,3,3,Ciencias Sociais,8456,Nao,1,0,0
311,37,Nao,Divorciado,Masculino,Pedro Henrique Rodrigues,Alimentos,Representante de Setor,4,4,Marketing,2539,Nao,9,8,5
315,29,Sim,Solteiro,Masculino,Pietro Costa,Saude,Pesquisador,18,1,Medicina,14961,Sim,4,3,0
319,42,Nao,Casado,Masculino,Rafael Oliveira,Saude,Gestor,4,2,Formacao Tecnica,4933,Nao,22,17,11
321,59,Nao,Casado,Masculino,Rainier Ferreira,Medicamentos,Tecnico de TI,6,2,Medicina,25657,Nao,2,2,2
325,33,Sim,Casado,Masculino,Ranieri Nunes,Saude,Tecnico de Laboratorio,14,3,Medicina,22149,Sim,5,4,0
329,52,Nao,Solteiro,Masculino,Renato Martins,Alimentos,Gestor,2,4,Ciencias Sociais,21030,Sim,33,7,15
331,32,Sim,Solteiro,Masculino,Ricardo Teixeira,Saude,Tecnico de Laboratorio,1,3,Ciencias Sociais,9571,Sim,3,2,1
333,32,Nao,Casado,Masculino,Roberto Dias,Alimentos,Auditor,26,4,Marketing,12069,Nao,3,2,2
334,41,Nao,Divorciado,Masculino,Rodrigo Barros,Saude,Pesquisador,19,2,Ciencias Sociais,19877,Nao,1,0,0
335,40,Nao,Divorciado,Masculino,Rodolfo Santos,Saude,Pesquisador,24,2,Formacao Tecnica,24447,Nao,9,8,4
336,45,Nao,Casado,Masculino,Ronald Rodrigues,Saude,Gestor,1,3,Outros,15970,Nao,24,0,1
337,31,Nao,Divorciado,Masculino,Ruan Costa,Saude,Diretor de Pesquisa,3,4,Medicina,13523,Nao,2,2,2
339,34,Nao,Casado,Masculino,Samuel Oliveira,Saude,Diretor de Manufatura,,4,Ciencias Sociais,23687,Nao,11,9,5
341,45,Nao,Casado,Masculino,Sandro Ferreira,Saude,Diretor de Manufatura,7,4,Ciencias Sociais,5118,Nao,3,2,0
342,37,Sim,Divorciado,Masculino,Santiago Nunes,Saude,Diretor de Manufatura,10,3,Medicina,22573,Nao,1,0,0
346,29,Nao,Solteiro,Masculino,Saulo Martins,Saude,Pesquisador,15,3,Ciencias Sociais,22673,Nao,6,5,1
349,29,Nao,Divorciado,Masculino,Sebastian Teixeira,Alimentos,Auditor,20,2,Marketing,10732,Nao,3,2,0
352,40,Nao,Divorciado,Masculino,Sergio Dias,Saude,Diretor de Pesquisa,2,2,Medicina,5949,Nao,21,7,3
353,51,Nao,Casado,Masculino,Severino Barros,Saude,Pesquisador,1,3,Ciencias Sociais,23231,Nao,1,0,0
355,31,Sim,Solteiro,Masculino,Silas Santos,Saude,Tecnico de Laboratorio,29,2,Medicina,11652,Nao,5,4,1
359,32,Nao,Casado,Masculino,Simao Rodrigues,Saude,Tecnico de Laboratorio,7,3,Ciencias Sociais,26062,Nao,5,1,0
361,38,Nao,Casado,Masculino,Simone Mendes,Alimentos,Auditor,2,2,Ciencias Sociais,19682,Nao,8,7,7
362,32,Nao,Solteiro,Masculino,Sinvaldo Teixeira,Saude,Tecnico de Laboratorio,2,1,Formacao Tecnica,19737,Nao,6,2,0
364,28,Sim,Solteiro,Masculino,Tadeu Costa,Saude,Tecnico de Laboratorio,2,4,Ciencias Sociais,14935,Nao,0,0,0
366,29,Nao,Casado,Masculino,Tiago Oliveira,Alimentos,Auditor,2,3,Medicina,3687,Nao,0,0,0
367,31,Nao,Casado,Masculino,Tomas Ferreira,Saude,Representante da Saude,23,3,Medicina,14408,Nao,9,0,7
369,25,Nao,Divorciado,Masculino,Tony Nunes,Saude,Representante da Saude,5,2,Ciencias Sociais,18384,Nao,6,3,1
372,45,Nao,Casado,Masculino,Valentin Martins,Saude,Representante da Saude,20,2,Medicina,7501,Sim,20,7,4
373,36,Nao,Casado,Masculino,Valentim Teixeira,Saude,Tecnico de Laboratorio,6,3,Ciencias Sociais,20251,Nao,15,13,10
374,55,Nao,Solteiro,Masculino,Vasco Dias,Saude,Gestor,1,3,Medicina,18938,Sim,36,10,4
376,47,Sim,Casado,Masculino,Victor Barros,Saude,Gestor,29,4,Ciencias Sociais,10268,Sim,10,7,9
377,28,Nao,Casado,Masculino,Vinicius Santos,Saude,Pesquisador,9,3,Medicina,2613,Nao,5,2,0
378,37,Nao,Casado,Masculino,Virgil Rodrigues,Alimentos,Auditor,6,4,Medicina,22825,Nao,5,4,0
379,21,Nao,Solteiro,Masculino,Wallace Costa,Saude,Pesquisador,3,2,Medicina,10531,Nao,3,2,1
385,50,Nao,Divorciado,Masculino,Walter Oliveira,Saude,Diretor de Pesquisa,4,1,Ciencias Sociais,15815,Nao,10,4,1
386,53,Nao,Casado,Masculino,Wellington Ferreira,Saude,Diretor de Pesquisa,3,4,Medicina,21016,Sim,5,3,1
387,42,Nao,Casado,Masculino,Wesley Nunes,Alimentos,Auditor,1,1,Ciencias Sociais,24532,Nao,20,16,11
388,29,Nao,Solteiro,Masculino,William Martins,Alimentos,Auditor,2,2,Ciencias Sociais,20260,Nao,10,7,0
389,55,Nao,Casado,Masculino,Yuri Teixeira,Saude,Tecnico de Laboratorio,20,2,Formacao Tecnica,15972,Sim,10,7,0
390,26,Nao,Casado,Masculino,Zacarias Dias,Saude,Representante da Saude,11,2,Medicina,22722,Sim,5,3,3
392,44,Sim,Divorciado,Masculino,Zaqueu Barros.,Saude,Tecnico de Laboratorio,24,3,Ciencias Sociais,19920,Sim,1,0,0
393,38,Nao,Divorciado,Masculino,Airton Silva,Saude,Representante da Saude,23,4,Ciencias Sociais,18899,Nao,2,2,1
394,26,Sim,Divorciado,Masculino,Alaor Oliveira,Saude,Tecnico de Laboratorio,16,4,Medicina,14180,Sim,3,2,0
397,36,Nao,Solteiro,Masculino,Alceu Ferreira,Saude,Pesquisador,3,3,Formacao Tecnica,26285,Nao,8,0,7
401,26,Sim,Solteiro,Masculino,Aldenor Nunes,Alimentos,Auditor,4,4,Marketing,8450,Sim,8,7,7
403,37,Nao,Casado,Masculino,Aleixo Martins,Saude,Pesquisador,9,3,Medicina,11411,Sim,4,2,1
405,18,Sim,Solteiro,Masculino,Altino Teixeira,Saude,Tecnico de Laboratorio,3,3,Ciencias Sociais,25233,Nao,0,0,0
406,35,Nao,Casado,Masculino,Amauri Dias,Alimentos,Auditor,16,3,Marketing,5100,Nao,11,9,6
407,36,Nao,Casado,Masculino,Ananias Barros,Saude,Tecnico de Laboratorio,18,4,Ciencias Sociais,7122,Nao,1,0,0
408,51,Nao,Divorciado,Masculino,Andre Luis Costa,Saude,Diretor de Manufatura,2,3,Medicina,16321,Nao,4,1,1
410,41,Nao,Solteiro,Masculino,Antônio Carlos Oliveira,Alimentos,Gestor,2,4,Ciencias Sociais,15896,Nao,22,10,0
412,28,Nao,Solteiro,Masculino,Antônio Marcos Ferreira,Saude,Representante da Saude,16,2,Medicina,4824,Nao,8,3,0
416,31,Nao,Casado,Masculino,Antônio Jose Nunes,Alimentos,Auditor,7,3,Formacao Tecnica,12241,Nao,8,7,7
417,39,Nao,Divorciado,Masculino,Arivaldo Martins,Saude,Representante da Saude,1,3,Medicina,10942,Nao,18,10,3
420,32,Nao,Casado,Masculino,Arnaldo Teixeira,Alimentos,Auditor,7,3,Ciencias Sociais,16985,Nao,13,8,4
422,58,Nao,Divorciado,Masculino,Aurelio Dias,Saude,Representante da Saude,1,4,Ciencias Sociais,17056,Sim,5,3,1
423,31,Nao,Casado,Masculino,Balbino Barros,Saude,Pesquisador,,4,Formacao Tecnica,10077,Sim,5,2,0
424,31,Nao,Casado,Masculino,Batista Santos,Medicamentos,Tecnico de TI,2,3,Recursos Humanos,17822,Nao,2,2,1
425,45,Nao,Divorciado,Masculino,Belmiro Rodrigues,Saude,Tecnico de Laboratorio,7,3,Ciencias Sociais,20308,Nao,24,9,9
426,31,Nao,Divorciado,Masculino,Benedito Costa,Saude,Pesquisador,2,4,Ciencias Sociais,7747,Sim,2,2,2
429,39,Nao,Casado,Masculino,Benicio Oliveira,Saude,Gestor,10,1,Medicina,5355,Sim,21,9,11
433,52,Sim,Casado,Masculino,Bernardo Jose Ferreira,Saude,Pesquisador,8,4,Medicina,17747,Nao,8,2,7
437,27,Nao,Solteiro,Masculino,Caetano Nunes,Alimentos,Auditor,2,3,Ciencias Sociais,5242,Sim,5,4,0
438,31,Nao,Divorciado,Masculino,Camilo Jose Martins,Alimentos,Auditor,7,3,Marketing,7143,Nao,7,7,1
440,28,Sim,Casado,Masculino,Carlos Alberto Teixeira,Saude,Pesquisador,2,4,Medicina,24737,Sim,3,2,2
444,39,Nao,Casado,Masculino,Carlos Augusto Dias,Saude,Gestor,7,2,Medicina,21141,Nao,21,9,13
446,33,Nao,Solteiro,Masculino,Carlos Eduardo Barros,Alimentos,Auditor,10,3,Marketing,4317,Nao,7,7,0
447,47,Nao,Casado,Masculino,Carlos Henrique Santos,Saude,Diretor de Pesquisa,5,5,Ciencias Sociais,16375,Nao,3,2,1
449,27,Nao,Casado,Masculino,Carlos Roberto Rodrigues,Alimentos,Auditor,1,1,Marketing,22107,Sim,5,4,1
452,45,Nao,Casado,Masculino,Celio Costa,Saude,Pesquisador,8,4,Outros,9278,Nao,10,9,9
453,40,Nao,Casado,Masculino,Clodoaldo Oliveira,Alimentos,Auditor,1,2,Medicina,13273,Sim,4,3,0
454,29,Sim,Casado,Masculino,Crispim Ferreira,Saude,Tecnico de Laboratorio,8,4,Outros,4759,Sim,7,7,0
455,29,Nao,Solteiro,Masculino,Custodio Nunes,Saude,Tecnico de Laboratorio,9,5,Outros,7621,Nao,3,2,2
460,37,Nao,Divorciado,Masculino,Damiao Martins,Saude,Diretor de Manufatura,5,2,Medicina,23177,Nao,6,2,0
461,38,Nao,Divorciado,Masculino,Daniel Jose Teixeira,Saude,Diretor de Pesquisa,15,2,Ciencias Sociais,15682,Sim,11,10,2
464,35,Nao,Solteiro,Masculino,Dejanira Dias,Saude,Diretor de Manufatura,5,4,Formacao Tecnica,18264,Nao,16,6,0
465,23,Nao,Divorciado,Masculino,Demetrio Jose Barros,Saude,Pesquisador,26,1,Ciencias Sociais,16092,Nao,4,2,0
466,41,Nao,Solteiro,Masculino,Denilson Santos,Saude,Diretor de Manufatura,6,3,Medicina,10110,Sim,5,4,1
467,47,Nao,Solteiro,Masculino,Devanir Rodrigues,Alimentos,Representante de Setor,4,1,Medicina,25751,Nao,0,0,0
469,29,Nao,Casado,Masculino,Dirceu Costa,Alimentos,Auditor,2,3,Ciencias Sociais,16928,Nao,4,3,0
470,42,Nao,Divorciado,Masculino,Divino Oliveira,Medicamentos,Tecnico de TI,2,1,Formacao Tecnica,24017,Sim,3,2,1
474,37,Nao,Divorciado,Masculino,Donato Ferreira,Saude,Pesquisador,6,3,Medicina,17001,Sim,7,7,6
476,26,Nao,Casado,Masculino,Dorvalino Nunes,Alimentos,Auditor,1,3,Ciencias Sociais,20156,Nao,8,7,7
477,42,Nao,Solteiro,Masculino,Douglas Martins,Saude,Representante da Saude,2,4,Outros,17078,Nao,1,0,0
481,36,Nao,Casado,Masculino,Durval Teixeira,Alimentos,Auditor,3,4,Medicina,7246,Nao,13,9,1
482,57,Nao,Casado,Masculino,Edgard Dias,Saude,Representante da Saude,1,4,Medicina,2967,Nao,3,2,1
484,21,Nao,Solteiro,Masculino,Edilson Barros,Alimentos,Representante de Setor,9,2,Medicina,2851,Nao,3,2,2
488,41,Sim,Solteiro,Masculino,Edinaldo Santos,Alimentos,Auditor,,3,Marketing,9558,Nao,8,7,7
491,50,Nao,Solteiro,Masculino,Edmar Rodrigues,Saude,Representante da Saude,10,3,Formacao Tecnica,2755,Nao,4,3,1
492,40,Sim,Casado,Masculino,Edmilson Costa,Alimentos,Auditor,22,2,Marketing,6110,Sim,6,4,1
493,31,Nao,Solteiro,Masculino,Edson Oliveira,Saude,Pesquisador,9,4,Ciencias Sociais,7551,Sim,2,2,2
495,29,Nao,Solteiro,Masculino,Eduardo Jose Ferreira,Saude,Pesquisador,23,3,Ciencias Sociais,18168,Nao,3,2,1
496,35,Nao,Solteiro,Masculino,Evaldo Nunes,Saude,Representante da Saude,9,4,Ciencias Sociais,19394,Nao,1,1,0
497,27,Nao,Divorciado,Masculino,Ezequiel Martins,Saude,Tecnico de Laboratorio,1,2,Medicina,17881,Nao,5,2,0
498,28,Nao,Solteiro,Masculino,Fabio Jose Teixeira,Alimentos,Auditor,9,4,Ciencias Sociais,20750,Nao,7,5,0
499,49,Nao,Solteiro,Masculino,Faustino Dias,Saude,Representante da Saude,7,3,Outros,12066,Nao,5,2,0
502,34,Sim,Solteiro,Masculino,Felisberto Barros,Alimentos,Auditor,19,3,Marketing,4652,Sim,5,2,0
508,30,Nao,Casado,Masculino,Fernando Jose Santos,Alimentos,Representante de Setor,2,1,Formacao Tecnica,17434,Nao,1,0,0
510,26,Sim,Solteiro,Masculino,Florencio Rodrigues,Saude,Pesquisador,3,1,Formacao Tecnica,6582,Nao,6,4,0
513,36,Nao,Casado,Masculino,Floriano Costa,Alimentos,Auditor,2,2,Medicina,3809,Nao,10,9,9
514,30,Sim,Solteiro,Masculino,Francisca Oliveira,Saude,Pesquisador,4,3,Formacao Tecnica,3427,Sim,1,0,0
518,37,Nao,Solteiro,Masculino,Francisco Jose Ferreira,Saude,Diretor de Manufatura,10,4,Ciencias Sociais,21123,Sim,1,0,0
520,43,Nao,Divorciado,Masculino,Gilson Nunes,Saude,Diretor de Pesquisa,12,3,Ciencias Sociais,4345,Nao,25,10,3
522,54,Nao,Casado,Masculino,Gilmar Martins,Saude,Diretor de Pesquisa,5,2,Medicina,8509,Nao,4,2,1
525,43,Nao,Casado,Masculino,Gumercindo Teixeira,Saude,Tecnico de Laboratorio,21,3,Medicina,15238,Nao,3,2,1
530,31,Nao,Casado,Masculino,Helio Jose Dias,Saude,Tecnico de Laboratorio,1,2,Ciencias Sociais,16193,Nao,4,2,3
531,39,Nao,Divorciado,Masculino,Helvecio Barros,Saude,Gestor,1,1,Ciencias Sociais,8213,Sim,21,8,1
534,41,Nao,Casado,Masculino,Hemerson Santos,Alimentos,Auditor,1,3,Marketing,19566,Nao,10,7,0
536,28,Nao,Divorciado,Masculino,Herbert Rodrigues,Saude,Tecnico de Laboratorio,17,2,Medicina,13535,Nao,10,0,1
538,25,Sim,Casado,Masculino,Hortencio Costa,Saude,Tecnico de Laboratorio,3,3,Medicina,9396,Nao,2,2,0
543,52,Nao,Casado,Masculino,Inacio Oliveira,Saude,Diretor de Manufatura,3,3,Medicina,19609,Sim,5,4,0
544,45,Nao,Casado,Masculino,Inocencio Ferreira,Saude,Pesquisador,10,2,Ciencias Sociais,9655,Nao,2,2,0
556,38,Nao,Casado,Masculino,Irapua Nunes,Saude,Tecnico de Laboratorio,2,2,Ciencias Sociais,12106,Sim,1,0,0
562,30,Nao,Casado,Masculino,Ismael Martins,Saude,Tecnico de Laboratorio,3,3,Ciencias Sociais,16734,Nao,5,3,1
564,29,Nao,Casado,Masculino,Ivan Teixeira,Saude,Diretor de Pesquisa,3,4,Medicina,21526,Nao,10,2,0
566,19,Sim,Solteiro,Masculino,Jacinto Dias,Medicamentos,Tecnico de TI,,2,Formacao Tecnica,18437,Nao,1,0,0
568,57,Nao,Divorciado,Masculino,Jair Barros,Alimentos,Gestor,29,3,Marketing,22102,Nao,1,0,0
569,50,Nao,Casado,Masculino,Jeremias Santos,Saude,Gestor,29,4,Ciencias Sociais,9314,Nao,27,10,15
575,46,Nao,Casado,Masculino,Joao Batista Rodrigues,Saude,Diretor de Pesquisa,2,3,Ciencias Sociais,2288,Nao,3,2,0
577,35,Nao,Solteiro,Masculino,Joao Carlos Costa,Saude,Tecnico de Laboratorio,22,3,Ciencias Sociais,19225,Nao,5,4,4
579,34,Nao,Divorciado,Masculino,Joao Jose Oliveira,Saude,Pesquisador,2,4,Ciencias Sociais,8416,Nao,7,3,5
581,31,Nao,Divorciado,Masculino,Joao Paulo Ferreira,Saude,Diretor de Manufatura,9,1,Ciencias Sociais,14394,Nao,13,8,0
582,33,Sim,Casado,Masculino,Joaquim Nunes,Saude,Gestor,15,1,Medicina,24619,Sim,7,6,7
